txt, txt_kword, book_title, book_summery, book_keyword, Recommended_txt_similarity
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']","대화의 일류, 이류, 삼류",상대방의 마음을 움직이기 위해 중요한 것이 뭘까? 설명의 능수능란함? 해박한 전문지식? 남다른 기술? 그런 게 아니다! 다름 아니라 “상대방과 어떤 관계성을 맺을 것인가?”라는 것이다. 그런 관계성을 만드는 것이 바로 이 책의 주제인 ‘대화’이다. 대화로 관계성을 쌓는 방법에는 인간의 심리에 바탕을 둔 일정한 패턴이 있는데 ‘대화의 일류’라고 불리는 사람은 성공하는 패턴을 명확하게 알고 있다. 이 책은 대화에 관련된 45가지 방법들(인사 방법 화제를 찾는 법 리액션 방법 등)을 간결하고 알기 쉽게 정리해 놓았다. 이 책을 읽으면 왜 지금까지 인간관계가 잘되지 않았는지 그 이유를 알 수 있다. 그리고 ‘너랑 이야기하고 있으면 너무 즐거워’라는 말을 듣는 사람으로 발전할 것이다.,"['대화 관계성 방법', '대화 대화 관계성']",0.25
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",한순간에 관계를 망치는 결정적 말실수,말실수를 10% 줄이면 관계가 90% 좋아진다이 책은 ‘실언’을 본격적으로 다룬 최초의 책이다. 커뮤니케이션 명강사 박진영은 오랜 연구 끝에 말을 잘하는 것보다 말실수를 안 하는 것이 더 중요하다는 결론에 도달한다. 이후 여러 전문가 그룹과 수강자들을 대상으로 실언하는 이유와 실언을 줄이는 방법 실언을 수습하는 방법에 이르기까지 다양한 측면에서 분석해냈다. 구체적인 실제 사례가 풍부하게 담겨 있어 재미있고 유익하다. 책을 읽는 동안 평소 자신의 말 습관을  돌아보며 스스로 말하는 법을 깨닫게 하는 깊이 공감할 수 있는 책이다.,"['박진영 연구 말실수', '실언 수습 방법']",0.14285714285714285
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",크리스천 유머 예화,발표공포증 단상공포증 대인공포증 면접공포증 시선공포증 등 사회공포증과 관련된 심리치료 생리적 대응법 그리고 스피치 훈련 등을 자세히 자가 훈련과 치료하는 방법을 가이드하여 준 책이다.,"['훈련 치료 방법', '심리치료 생리 대응']",0.14285714285714285
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",이상한 대화의 비밀,이 세상에 힘들지 않은 것이 있을까? 부자로 태어나더라도 그 부를 유지하기 위해서는 누군가와 벌어지는 갈등을 해결해야 한다. 현재 당면한 골치 아픈 문제를 해결하면 모든 문제는 없어질 것 같아 보이지만 이후에 또 다른 문제가 나타나 힘들게 한다. 혼자 살지 않는 이상 우리는 누군가와 갈등을 겪게 된다. 그래서 “혼자 일하면 좋겠다!”고 생각할 때도 있지만 그것은 절대로 이루어지지 않는다. 갈등의 대부분은 대화로 이루어진다. 우리는 평생 대화를 하지만 그것이 우리의 대화 실력을 크게 높여주지는 못한다. 이상한 말 습관을 가진 사람이 올바른 말을 하게 되는 경우는 드물다. 제발 다음 직장에서는 이상한 사람을 만나지 않게 되기를 희망하지만 전혀 예측을 할 수 없다. 이런 이유로 우리는 또 이직을 한다. 좋은 사람들만 만날 수는 없을까?우리는 사람들과의 갈등으로 힘든 마음을 추스르기 위해서 주변 사람들과 이야기를 나눈다. ‘마음가짐을 바꾸자’ ‘명상을 해 보자’ ‘성격 진단을 해 보자’ ‘상대방의 입장이 되어 보자’ 등 많은 방법들을 우리는 이미 알고 있다. 이것들 중 어떤 것은 실제로 도움이 되기도 한다. 하지만 우리가 간과하고 있는 것이 하나 있다. 상대방의 입장이 되면 다 이해가 될까? 그렇지 않다. 이해가 되지 않는 정말 이상한 사람들이 있다. 그들과 대화를 하면 할수록 나에게 독으로 작용한다. 이 책에서는 이 사람들을 게이머gamer라는 용어를 써서 설명한다. 게이머가 있다는 것을 잘 모르는 이유는 우리 스스로 사람에 대해서 부정적으로 판단하는 것을 조심하기 때문일 것이다. 게이머는 ‘교류분석’이라는 이론에 나오는 용어다. 게이머가 사용하는 ‘심리게임’이라는 대화가 있는데 보통 사람들은 이것을 쉽게 분석할 수 없다. 그래서 당신은 이 책을 다 읽고 난 후에 충격에 빠질 수도 있다. 그동안 나를 힘들게 한 사람들이 게이머라는 것 그리고 내가 그들에게 응대했던 모습을 떠올려 보니 그동안 너무나 많은 에너지를 소모했다는 것을 알게 될 것이다. 이 책의 내용은 앞으로 당신이 겪게 될 많은 심리게임으로부터 당신을 지켜 줄 것이다.당신이 충격에 빠지는 또 다른 이유는 당신 또한 게이머일 수 있다는 점 때문이다. “그동안 내가 잘못한 거였구나!”라는 생각이 들어 미안한 마음 부끄러운 마음이 한동안 교차할 것이다. 하지만 오히려 다행이라고 생각하자. 게이머가 자신의 심리게임 사용을 고칠 수 있는 가능성은 낮은데 당신은 그것이 가능하게 되었기 때문이다. 하늘이 준 기회라고 생각하자.교류분석은 많은 교육에 등장한다. 심리게임 게이머 PAC 부모 어른 자녀 스트로크 인생태도 I’m OK You’re OK 오염 교류패턴 상보교류 교차교류 이면교류 등의 단어를 들어 본 적이 있는가? 이 단어들은 교류분석에서 설명하는 것들이다. 하지만 이것들이 정확히 무엇을 말하고 어떻게 서로 연결되는지 모르고 배운 사람들이 많다. 교류분석은 ‘이상한 대화’를 하는 사람들을 분석하는 프로그램이다. 여기에서 말하는 ‘이상한 대화’는 반드시 상대방에게 불쾌감을 선사한다. 이들의 대화는 매우 독특한 방식으로 진행이 되는데 상대가 쉽게 이해할 수 없는 대화로 끌고 나간다. 그들과 대화를 길게 하면 할수록 더 미궁에 빠져 버린다. 나중에 그 대화를 곰곰히 생각해 봐도 여전히 원인이 뭔지 무엇이 잘못되었는지 알 수가 없다. 말 그대로 정말 ‘이상한 대화’다. 이 책은 상대를 기분 나쁘게 만드는 이상한 대화를 하는 사람들을 분석한다. 이 책을 읽으면서 떠오르는 사람들이 있을 것이고 어떻게 그들을 대처해야 할지 해결책을 찾게 될 것이다. 그 해결책이 당신에게 큰 결정을 하도록 요구할 수도 있다. 그래서 이 책은 가볍게 볼 것이 아니라 진지하게 읽는 것을 추천한다.,"['골치 문제 해결', '세상 부자 유지']",0.14285714285714285
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",당당함을 키워주는 스피치 교육 프로그램,“의견을 내는 것이 어렵고 말을 하려고만 하면 목소리가 떨린다.”말하기는 도대체 어떻게 연습해야 할까?당당하고 명확한 말하기를 위한 교육 안내서!소통의 많은 부분이 온라인으로 바뀌고 개인주의적 생활양식이 자리 잡으면서 어린이든 어른이든 말하기에 대한 두려움이 늘고 있다. 하지만 시대를 불문하고 말하기(듣기 말하기 비언어적 표현 등)는 모든 소통의 기본이면서 사회구성원으로서 자신을 나타내는 중요한 방법이다. 이에 말하기를 배우고 두려움을 극복하려는 사람들의 움직임이 활발해지고 있다.《당당함을 키워주는 스피치 교육 프로그램》의 저자는 말하기를 무턱대고 연습할 것이 아니라고 주장한다. 그 방향을 알고 제대로 연습할 때 실력이 향상될 수 있다는 것이다. 말하기에는 듣는 것에서부터 목소리를 내는 방법 비언어적 표현의 사용 등 다양한 요소가 포함되어 있다. 그렇다면 어떻게 들어야 좋은 말하기로 이어질까? 어떻게 목소리를 내야 안정적이고 명확한 말하기가 될까? 어떤 비언어적 표현이 말하기에 적절하게 사용된 것일까? 저자는 이 책을 통해 말하기의 다양한 요소를 톺아보며 명확하고 당당한 말하기 연습의 방향을 제시한다.,"['방법 두려움 극복', '교육 안내서 소통']",0.14285714285714285
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",이기는 대화,스페셜 에디션『이기는 대화』는 어떤 책인가이기는 대화가 주는 포인트는 ‘소통’에 대한 답변이다. 소통의 기본은 상대의 말(이야기)을 들어주는 일에서 시작된다. 대화란 두 사람 이상이 모인 자리에서 이야기를 나누는 일인데 이 때 상대와의 간극을 좁혀주는 제일의 요소는 바로 의사소통이다. 의사소통이 바로 이기는 대화의 기본이다. 그런데 이 소통의 방법에서 문제가 생겨 상대에게 상처를 주고 흠집을 내고 반목하여 불화를 만들어내기 때문에 의사소통을 제대로 하려면 우선 상대의 말에 귀를 기울이고 제대로 들어주는 우선이다. 누구나 무인도에서 혼자 살지 않고 많은 사람들과 관계를 맺으며 산다. 사적이든 공적이든 그 모든 사람들과의 관계란 마냥 즐겁지만도 그렇다고 항상 괴로운 것은 아니다. 다른 사람들과 더불어 살아가야 하는 세상이라면 좋은 사람이란 괜찮은 사람이라는 평가를 받는 것이 좋다. 그래서 누군가와 대화를 나누고 나서 후회한 경우가 많았더라면 자기가 하는 말보다 남이 더 많은 말을 하게 그리고 자기가 더 많이 들어주는 것이 최고이다. 그렇다고 말을 능숙하게 잘해서 상대를 제압하라는 것이 아니라 말을 아끼고 아껴서 머릿속으로 정리되어 나온 진실한 말들이 사람들 사이를 돌아다니게 해 주는 일일 거다.,"['불화 때문 의사소통', '소통 방법 문제']",0.14285714285714285
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",상대의 마음을 얻는 일류 대화법,"상대방의 마음을 움직이기 위해 중요한 것이 뭘까?  설명의 능수능란함? 해박한 전문지식? 남다른 기술? 절대 아니다! 중요한 것은 “상대방과 어떤 관계성을 맺을 것인가?”라는 것이다. 그런 관계성을 만드는 것이 바로 이 책의 주제인 ‘대화’다. 대화로 관계성을 쌓는 방법에는 인간의 심리에 바탕을 둔 일정한 패턴이 있는데 ‘대화의 일류’라고 불리는 사람은 성공하는 패턴을 명확하게 알고 있다.

『상대의 마음을 얻는 일류 대화법』은 대화에 관련된 45가지 방법들―인사 방법 화제를 찾는 법 리액션 방법 등―을 간결하고 알기 쉽게 정리해 놓았다. 『상대의 마음을 얻는 일류 대화법』을 읽으면 왜 지금까지 인간관계가 잘되지 않았는지 그 이유를 알 수 있고 ‘너랑 이야기하고 있으면 너무 즐거워’라는 말을 듣는 사람으로 발전할 것이다.","['대화 대화 관계성', '대화 관계성 방법']",0.25
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",21가지 착! 붙는 면접 대화의 기술,일반 사원을 ‘영업 고수’로 거듭나게 할업계 최고 팀장의 영업 비결영업인에게 영업을 잘한다는 말보다 더 좋은 말이 더 있을까? 이 책은 영업 업계에 종사하는 이들이 알아두면 유용한 ‘영업 코칭 스킬’이 담겨있다. 영업을 잘하기 위한 코칭 방법부터 영업에 왜 코칭이 필요한지 자세하게 풀어냈다. 14년 동안 현장에서 발로 뛰며 터득한 저자의 모든 것이 녹아있어 분명 영업 노하우를 엿볼 수 있을 것이다.,"['영업 코칭 방법', '영업 코칭 스킬']",0.2
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",청중을 사로잡는 말하기 기술,100여 명의 아나운서 쇼호스트 승무원 프로강사들을 배출한 스피치 코치이자 프로강사 코치인 저자의 말하기 노하우가 가득 담긴 책. 이 책과 함께 프레젠테이션 발표 사회 면접처럼 벼랑 끝 목표를 만들고 말하는 공부를 시작해 보자. 딱 한 달만 훈련하면 당신의 말하기는 달라진다.말하기 능력은 타고나는 것이 절대 아니다. 운동신경이 둔해도 수영하는 방법을 배우고 익히면 누구나 헤엄칠 수 있는 것처럼 말하기도 방법을 배우고 익히면 누구나 잘할 수 있다.말하기는 기술이다. 누구든 배우고 익히면 말을 잘할 수 있다! 저자는 설민성 강사 유시민 작가 김단도 교수 등 말하기 고수들을 예로 들어 ‘몸값 올리는 말하기 기술 8가지’에 대해 알기 쉽게 설명한다.,"['운동신경 수영 방법', '코치 이자 프로']",0.14285714285714285
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",박상현의 스피치 노하우 20,"‘생각’하고 ‘계획’하면 ‘실행’된다
복잡한 머릿속 생각을 어떻게 정리해야 할까?
매일 쌓이는 할 일들을 제시간에 마무리하려면 어떻게 해야 할까? 
효율적으로 일하려면 어떻게 해야 할까?
실패하지 않게 일을 하려면 어떻게 계획을 짜야 할까?

생각 정리는 복잡한 머릿속을 단순하게 정리하는 최고의 방법이다. 머릿속에 흩어져 있는 아이디어는 물론 오늘 할 일 앞으로 해야 할 일 진행하고 있는 업무 등을 파악하고 체계적으로 실행시켜 원하는 결과를 만들어 낸다. 제대로 정리된 생각들 차곡차곡 쌓인 생각들은 미래를 변화시키는 커다란 원동력이 된다.

이 책은 삶을 주도적으로 살아가고 싶은 사람들 늘 성장하고 싶은데 생각 정리가 안 돼 능률이 오르지 않는 사람들을 위한 최적의 방법이 담겨 있다. 일에 대한 부담감을 줄이는 것은 물론 체계적인 절차에 따라 효과적으로 일을 실행하는 규칙을 배울 수 있다. 반복된 일상에서 달라진 나의 모습을 발견하고 삶의 의미를 다시 재정비하고 싶은가? 그렇다면 ‘생각’하고 ‘계획’하고 ‘실행’하면서 변화의 기회를 마련해 보도록 하자.","['계획 실행 머릿속', '방법 머릿속 아이디어']",0.16666666666666666
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",재미있게 말하는 사람이 성공한다 ,회자가 청중에게 활력과 영감을 불어넣기 위해 사용할 수 있는 분위기에 맞는 용어 어휘를 수록했고 구체적으로 어떤 상황에 쓰일 수 있는지 케이스마다 그 예를 수록했다. 또한 청중들의 관심을 끌 수 있는 방법 뿐만 아니라 쉽게 집중력을 잃는 청중들을 리드하는 여러 가지 방법을 제시하였고 여러 사람을 아우를 수 있으며 주위의 모든 사람을 사로잡는 사회자의 요령을 사례를 충분히 제시하여 여러 사람에게 공감을 살 수 있는 내용만을 엄선하였다.,"['또한 청중 관심', '청중 관심 방법']",0.2
부자가 되고 싶어 부자가 되는 방법이 있을까?,"['부자', '방법']",글로벌 시대의 이해와 국제매너,어떻게 설명해야 하는가?일상에서 우리는 꽤 자주 누군가에게 설명을 한다. 엄마는 아이에게 편식을 하면 안 되는 이유를 의사는 환자에게 치료 방법을 직장인은 상사에게 기획 아이디어를 기업가는 투자자에게 프로젝트의 전망을 설명한다. 설명하는 일이 이렇게 일상적이기 때문에 대부분의 사람들은 설명 방법을 따로 배우고 익히려 하지 않는다. 하지만 그림 운동과 마찬가지로 설명 역시도 갈고닦으면 훨씬 더 잘해낼 수 있다. ‘설명 컨설팅’이라는 분야를 만든 커먼크래프트의 창업자 리 레피버는 ‘제대로 설명하는 기술’을 소개하며 어떻게 하면 효과적으로 설명할 수 있는지 그 방법을 알려준다.사람들은 흔히 성과를 내거나 협상에서 이기기 위해서 상대방을 설득해야 한다고 생각한다. 그래서 상대의 심리를 분석하고 화려한 화술을 통해 상대를 유혹하는 법을 배워왔다. 그러나 이 책은 성급한 설득보다 명쾌한 설명이 훨씬 더 효과적이라고 얘기한다. 제대로 된 설명은 남을 더 잘 이해시키는 데서 그치지 않고 상대의 마음에 확신을 준다. 설명을 잘한다면 상사로부터 자신의 일의 가치를 인정받을 수도 있고 투자자로부터 신규 프로젝트의 투자를 얻어낼 수도 있다. 다시 말해 원하고자 하는 바를 얻는 가장 확실한 방법은 바로 설명이다. 《설득을 이기는 설명의 힘》에서는 설명을 제대로 하지 못하여 좋은 아이디어가 상대방에게 이해되지 못하고 사장(死藏)되는 것을 ‘설명의 문제’라고 부른다. 이런 설명의 문제는 가정 학교 직장 등 일상에서 흔히 발생하며 여기에는 다양한 원인이 존재한다. 가장 흔한 것으로는 상대방의 이해도나 지식수준을 잘못 추정하기 때문이다. 상대방도 나만큼 알고 있을 거라는 추정이 설명을 실패하게 만들며 설명자 자신이 제대로 이해하지 못한 채 설명하는 경우에도 문제가 발생한다. 상대를 이해시키기보다 자기의 지식을 드러내는 데 치우치는 경우나 전후 맥락 없이 설명하는 경우에도 설명은 실패한다. 저자는 이런 문제의 원인을 파악하여 각각에 맞는 해결책을 제시하고자 하였다.,"['치료 방법 직장인', '아이디어 기업가 투자자']",0.14285714285714285
좋은 사람과 나쁜 사람을 구분하는 방법이 있을까?,"['방법', '구분', '사람']",꿈을 찾는 약대생,"약사가 되고자 하는 이들, 그리고 자신만의 꿈을 찾기 위해 고민 중인 모든 청춘들을 위한 책적절한 순간에 적절한 사람을 만나는 ‘만남의 축복’으로 약사의 꿈을 꿀 수 있었던 저자는, 삶에 대해 치열하게 고민하는 다른 누군가에게 나비 효과와 같은 영향을 끼치고자 책을 집필했다. 그의 책은 약사, 혹은 약대생을 준비하는 학생뿐 아니라 자신만의 꿈을 찾기 위해 발버둥 치는 모든 이들에게 다음과 같은 메시지를 전한다.“내가 만족하고, 내가 행복한 삶이 성공이고 그렇게 되어가는 과정이 꿈을 찾는 과정입니다.”이 책은 약대생의 길을 선택하게 된 계기와 과정, 약대 입학 후 약대생이 배우는 필수 과목들을 소개한다. 거기에 더해 여러 가지 진로를 앞두고 고민하는 약대생들을 위해 현재 다양한 분야에서 활동하는 약사들의 인터뷰를 실었다. 마지막으로 20대의 끝에 서 있는 저자가 독자들에게 전하고 싶은 이야기들과 저자가 지닌 인생철학에 대해 담았다. 저자는 『꿈을 찾는 약대생』을 통해 “현재 20대를 살고 있는 독자들이 본인만의 시간을 남들과 똑같이 보내는 것이 아니라, 자신의 인생을 주도적으로 바꾸는 계기가 되었으면 좋겠다”며 “사람들이 자신을 통해 다 같이 행복해지고 다 같이 꿈을 찾는 모습을 꿈꾼다”라고 이야기한다.","['약사 준비 학생', '사람 만남 축복']",0.125
좋은 사람과 나쁜 사람을 구분하는 방법이 있을까?,"['방법', '구분', '사람']",짬누나 군입대 컨설팅,"대한민국 성인 남성이면 반드시 거쳐야 하는 관문, 군대.“때 되면 가는 거 아냐?”군대를 다녀온 아빠도, 군대를 모르는 엄마도, 그저 막연한 아들도 다들 무심히 말한다.1년 6개월의 시간을 보내는 곳인데도 말이다. 3년여의 입시를 마친 아들에게 군대까지 머리 아프게 하고 싶지 않다고. 그러나 군대는 누군가에겐 스펙을 쌓는 장소가 되고 있다. 사회 경력으로 살릴 수 있는 방법이 있는데, 군대 그냥 보내야 할까?국내 최초 군입대 컨설팅 가이드북 [짬누나 군입대 컨설팅]은 군대를 가는 이나, 보내야 하는 이들에게 전략적으로 접근하라 말한다. 24년의 군생활을 마친, 아들을 군에 보내는 엄마인 ‘짬누나’의 살아 있는 군입대 컨설팅 가이드. “군대 경력이 사회 경력으로 순환될 수 있도록 디자인해 봅시다!”","['경력 방법 군대', '군대 경력 사회']",0.16666666666666666
좋은 사람과 나쁜 사람을 구분하는 방법이 있을까?,"['방법', '구분', '사람']",미대 나와서 무얼 할까 1,"예술가로서의 꿈, 그 두려운 설레임을 만나다. “넌 커서 뭐가 되고 싶니?” 그건 어릴 때 누구나 쉽게 답해 버리는 질문이지만 더는 아무것도 될 수 없는, 이름 안 쓴 답안지와 다름없다. 세상에는 하고 싶은 것보다 해야 하는 일들이 더 많다. 때로는 막막한 현실에 내몰리거나 아니면 기름진 환상에 혹해 늦은 후회를 하기도 한다. 하지만 우리가 앞으로 나아가지 못하는 것은 무엇을 좋아하고 무엇을 잘하는지 알지 못했기 때문이다. 이 책은 누구나 궁금해 했지만 아무도 쉽게 물어보지 못했던 질문과 대답을 통해 미대에 진학하고자 하는 입시생들과 미대에 재학 중인 학생들에게 실질적인 도움을 주는 직업 가이드를 제공한다. 뿐만 아니라 더 본질적인 물음들을 던짐으로써 독자로 하여금 깊은 사색을 요구한다. 인터뷰를 통해 만나는 창조적 예술가들. 그들은 모두 선택된 소수로서 출발하였던 사람들이 아니라 자신의 열정을 끝까지 밀어붙여 스스로의 자리를 만들어 낸 사람들이었다. 누구나 현실에 대해서 불만을 표할 수는 있다. 그러나 아무나 그 현실을 이겨내는 것은 아니다. 그들은 자신의 꿈을 위해 어떻게 세상과 싸웠고 이겨냈는가? 그리고 또 어떤 새로운 꿈을 꾸고 있는가? 이는 미대진학을 준비하는 학생들과 재학 중인 학생들 모두가 반드시 스스로에게 묻고 답해야 하는 질문이기도 할 것이다.","['현실 대해 불만', '사람 자신 열정']",0.125
좋은 사람과 나쁜 사람을 구분하는 방법이 있을까?,"['방법', '구분', '사람']",유튜브로 알려주는 항공사 롤플레이 123문제,"이 책은 승무원 취업 준비생, 항공과 입시 준비생과 서비스 비 전공자의 서비스 자격증(CS Leaders/ SMAT) 취득을 위해 가장 쉬운 방법으로 쓰여진 책이다. 여러분이 승무원 취업 준비생/항공과 입시 준비생이라면 Part 01로 가자. ABC 전략을 그대로 따른다면 면접장에서 면접관의 관심을 받을 수 있는 롤플레이 답변을 만들 수 있다.혹은 여러분이 CS Leaders/SMAT를 준비하는 서비스 비 전공자라면 Part 02로 가자. 시중에 나와 있는 어떤 교재보다 쉬운 방법으로 항공사의 예시를 적어놓은 책으로서비스 전공자와의 간격을 충분히 메울 수 있다. 중·고등학생도 이해할 수 있는 수준으로 각종 서비스 이론들을 설명해 놓았기 때문에, 가장 손쉽게 서비스 자격증에 접근할 수 있다.","['시중 교재 방법', '승무원 취업 준비']",0.125
좋은 사람과 나쁜 사람을 구분하는 방법이 있을까?,"['방법', '구분', '사람']",아름다운 사찰여행,유네스코 세계유산 등재 ‘산사 한국의 산지 승원’ 포함 총 56곳!나를 찾는 최고의 힐링 여행지 사찰로 당신을 초대합니다!사람들은 왜 걷고 또 걸으려 할까? 정확한 대답은 직접 걸어본 사람만이 할 수 있다. 걷기는 느리게 여행하는 최적의 방식이기 때문이다. 그리고 나를 찾는 사색의 공간으로 사찰만큼 좋은 곳이 또 있을까? 『아름다운 사찰여행』은 여행전문기자 출신 저자 유철상이 약 20년 동안 전국의 사찰을 찾아다니며 기록한 책이다. 전국의 산사 56곳을 휴식 수행 힐링 인연 등 테마로 나눠 소개해 누구나 자신에게 꼭 맞춘 사찰여행을 떠날 수 있는 것이 가장 큰 장점! 특히 이 책에는 유네스코 세계유산에 등재된 ‘산사 한국의 산지 승원’ 7곳을 추가해 세계적으로 인정받는 산사의 아름다움까지 두루 느껴볼 수 있도록 했다.우리 땅 어디를 가든 절이 없는 곳이 없다. 한민족의 삶을 함께해온 절 구석구석을 돌아보면 어느새 그곳에 ‘나’의 삶이 녹아 있음을 느끼게 된다. 오죽하면 ‘절로 절을 찾게 된다’는 말이 있으랴. 쉼표처럼 절을 느끼고 자신을 되돌아보는 공간을 찾아가는 여행. 그것은 곧 절을 찾는 의미일 것이다.,"['사람 걷기 여행', '여행 전문 기자']",0.14285714285714285
좋은 사람과 나쁜 사람을 구분하는 방법이 있을까?,"['방법', '구분', '사람']","52주 여행, 사계절 빛나는 전라도 430",여행도 다 때가 있다시기적절 취향저격 여행 안내서 ‘52주 여행’ 시리즈가 소개하는사계절 빛나는 전라도의 모습‘52주 여행’ 시리즈는 1월 첫 주부터 12월 마지막 주까지 매주 그때의 시기와 딱 맞는 여행지를 소개한다. 이번에는 전라도다. 맛있는 여행지가 가장 많은 지역으로 전라도를 꼽는 데 반박할 사람이 있을까? 그에 비해 사계절 빛나는 여행지가 전라도 구석구석에 숨어 있다는 사실을 아는 사람은 많지 않을 것이다. 여행을 사랑하는 전라도 토박이가 엄선한 장소들이니 의심할 필요 없다. 낮보다 밤이 더 아름다운 전주의 호숫가 흐드러지게 핀 꽃이 있어 아름다운 마을은 데이트 코스로 완벽하며 서해의 일몰 명소에서는 인생사진을 남길 수 있다. 이미 유명해져 줄 서서 기다려야 하는 맛집 외에도 진짜 맛있는 집은 많다. 전라도 사람들이 찾아가는 전라도의 진정한 맛집과 볼거리 가득한 감성 카페도 아낌없이 공개한다. 아무 계획 없이 훌쩍 떠나고 싶다면 혹은 전라도에 살면서도 전라도의 여기저기를 다녀보지 못했다면 이 책 한 권 들고 이번 주말에 당장 떠나자. 이 책에서 소개하는 여행지를 제철에 찾아간다면 눈부신 전라도의 모습에 볼수록 반하게 될 것이다.,"['여행 적절 취향', '반박 사람 사계절']",0.125
좋은 사람과 나쁜 사람을 구분하는 방법이 있을까?,"['방법', '구분', '사람']",하늘에서 본 방파제 낚시터,『하늘에서 본 방파제 낚시터』는 항공사진을 기반으로 만든 신개념 바다낚시 지도책이다. 바다낚시인들이 즐겨 찾는 동서남해 방파제 100곳을 항공사진으로 정밀 분석해 계절별 어종별 포인트와 찌낚시 루어낚시 원투낚시 등의 낚시방법을 한눈에 파악할 수 있도록 일목요연하게 정리 소개했다.,"['낚시 방법 한눈', '항공사진 정밀 분석']",0.125
좋은 사람과 나쁜 사람을 구분하는 방법이 있을까?,"['방법', '구분', '사람']",캠핑을 100% 즐기는 100가지 방법,이제 막 캠핑의 세계에 발을 들인 당신께 드리는슬기롭고 재미있는 캠핑을 위한 100가지 제안캠핑을 마음껏 즐기는 당신 캠핑에 매너리즘을 느끼는 당신 캠핑을 도무지 즐기지 못하는 당신! 캠핑 초보도 캠핑 고수도 캠핑을 100% 즐길 수 있는 100가지 방법을 담았다. 캠핑에서만 즐기는 특별한 음식을 만드는 법부터 자연을 온몸으로 느끼며 휴식을 취하는 법 캠핑 장비를 다양하게 활용하는 법 등등……. 실제 캠핑에서 해 볼 수 있고 또 즐길 수 있는 여러 가지 방법을 알려 준다.,"['캠핑 음식 자연', '방법 캠핑 음식']",0.16666666666666666
좋은 사람과 나쁜 사람을 구분하는 방법이 있을까?,"['방법', '구분', '사람']",강원도 여행백서,훌쩍! 혼자 떠나고 싶은 강원도 여행지강원도의 대표 여행지 해변 기암괴산 새롭게 부상하는 예술과 문학인 마을까지강원도의 대표적인 여행지는 물론 숨은 비경과 새롭게 떠오르는 여행지를 수록하고 있다. 훌쩍 떠나기 좋은 강원도의 여행지들은 바다 강 산 계곡 등 어디를 가든 때 묻지 않은 자연환경과 순박한 사람들의 미소를 함께할 수 있어 더욱 즐겁다. 혼자서 사색을 즐기기 좋고 풍부한 천연림에서 힐링을 받기에도 충분하다. 『강원도 여행백서』는 강원도 전역에 분산된 여행지를 인접한 몇 개의 시나 군을 합쳐 하나의 파트로 구성하였다. 총 6개의 파트에 47개의 테마로 구성하여 100여 곳의 여행지를 찾아보기 쉽게 편집하였다. 또한 파트가 끝나는 부분에는 해당 파트의 여행지들을 1박 2일로 여유롭게 돌아볼 수 있도록 구성하여 동선지도와 함께 자세히 안내한다.익히 알려진 설악산 낙산사 오죽헌 정동진 등의 대표적인 볼거리는 물론 하조대 낙산 망상 추암 안목 맹방 등 한적하고 조용히 바다를 즐길 수 있는 해변과 삼척 원주 정동진 내린천 동강 등에서 즐길 수 있는 각종 레포츠와 레일바이크 등도 소개하고 있다. 또한 강원도를 대표하는 문화예술인들의 삶과 발자취를 따라 갈 수 있도록 박경리문학공원 이효석문학관 김유정문학마을 박인환문학관 이외수문학관 박수근미술관 외에도 자연과 예술이 조화를 이룬 미술관자작나무숲 뮤지엄산 하슬라아트월드 삼탄아트마인까지 자세히 소개하였다.,"['자연환경 사람 미소', '강원도 대표 문화']",0.125
